105/05/18,20000,30650,1.53,1.54,1.53,1.53,+0.04,3
105/05/19,60000,88200,1.47,1.47,1.47,1.47,-0.06,4
105/05/20,0,0,---,---,---,---,---,0
105/05/23,30000,42050,1.39,1.41,1.39,1.41,-0.06,4
105/05/24,10000,13600,1.36,1.36,1.36,1.36,-0.05,1
105/05/25,4000,5340,1.36,1.36,1.31,1.31,-0.05,2
105/05/26,3000,3960,1.32,1.32,1.32,1.32,+0.01,1
105/05/27,94000,126940,1.30,1.37,1.30,1.36,+0.04,9
105/05/30,17000,22900,1.34,1.35,1.34,1.35,-0.01,3
105/05/31,5000,6600,1.32,1.32,1.32,1.32,-0.03,1
105/06/01,13000,17160,1.32,1.32,1.32,1.32,0.00,2
105/06/02,130000,175280,1.29,1.36,1.29,1.35,+0.03,5
105/06/03,13000,16770,1.29,1.29,1.29,1.29,-0.06,1
105/06/04,180000,205300,1.13,1.17,1.13,1.17,-0.12,9
105/06/06,50000,59000,1.18,1.18,1.18,1.18,+0.01,3
105/06/07,80000,96000,1.20,1.20,1.20,1.20,+0.02,1
105/06/08,38000,46300,1.20,1.24,1.20,1.24,+0.04,3
105/06/13,80000,106280,1.33,1.34,1.31,1.33,+0.09,7
105/06/14,50000,66500,1.33,1.33,1.33,1.33,0.00,2
105/06/15,0,0,---,---,---,---,---,0
105/06/16,60000,79200,1.33,1.33,1.31,1.31,-0.01,2
105/06/17,60000,75900,1.26,1.27,1.26,1.27,-0.04,2
105/06/20,0,0,---,---,---,---,---,0
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,0,0,---,---,---,---,---,0
105/06/24,15000,19100,1.28,1.28,1.27,1.27,+0.07,2
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,0,0,---,---,---,---,---,0
105/06/30,7000,8610,1.23,1.23,1.23,1.23,+0.03,1
105/07/01,0,0,---,---,---,---,---,0
105/07/04,102000,120360,1.18,1.18,1.18,1.18,-0.01,1
105/07/05,102000,120360,1.18,1.18,1.18,1.18,0.00,2
105/07/06,0,0,---,---,---,---,---,0
105/07/07,10000,11500,1.15,1.15,1.15,1.15,-0.03,1
105/07/11,21000,24690,1.17,1.19,1.17,1.19,+0.04,3
105/07/12,130000,155700,1.18,1.21,1.18,1.21,+0.02,3
105/07/13,167000,195900,1.17,1.20,1.16,1.18,-0.03,7
105/07/14,90000,100200,1.12,1.12,1.10,1.10,-0.08,3
105/07/15,30000,31500,1.05,1.05,1.05,1.05,-0.05,1
105/07/18,0,0,---,---,---,---,---,0
105/07/19,0,0,---,---,---,---,---,0
105/07/20,0,0,---,---,---,---,---,0
105/07/21,0,0,---,---,---,---,---,0
105/07/22,0,0,---,---,---,---,---,0
105/07/25,0,0,---,---,---,---,---,0
105/07/26,0,0,---,---,---,---,---,0
105/07/27,20000,18400,0.92,0.92,0.92,0.92,-0.01,1
105/07/28,0,0,---,---,---,---,---,0
105/07/29,0,0,---,---,---,---,---,0
105/08/01,0,0,---,---,---,---,---,0
105/08/02,0,0,---,---,---,---,---,0
105/08/03,0,0,---,---,---,---,---,0
105/08/04,0,0,---,---,---,---,---,0
105/08/05,104000,100880,0.97,0.97,0.97,0.97,+0.02,2
105/08/08,104000,98380,0.94,0.95,0.94,0.95,-0.02,2
105/08/09,0,0,---,---,---,---,---,0
105/08/10,0,0,---,---,---,---,---,0
105/08/11,0,0,---,---,---,---,---,0
105/08/12,10000,8800,0.88,0.88,0.88,0.88,0.00,1
105/08/15,10000,8800,0.88,0.88,0.88,0.88,0.00,1
105/08/16,0,0,---,---,---,---,---,0
105/08/17,0,0,---,---,---,---,---,0
105/08/18,0,0,---,---,---,---,---,0
105/08/19,0,0,---,---,---,---,---,0
105/08/22,0,0,---,---,---,---,---,0
105/08/23,0,0,---,---,---,---,---,0
105/08/24,0,0,---,---,---,---,---,0
105/08/25,0,0,---,---,---,---,---,0
105/08/26,0,0,---,---,---,---,---,0
