105/08/30,81000,35440,0.45,0.45,0.43,0.43,0.00,4
105/08/31,80000,33800,0.42,0.43,0.41,0.43,0.00,4
105/09/01,487000,211980,0.42,0.45,0.42,0.43,0.00,16
105/09/02,500000,196350,0.40,0.40,0.36,0.36,-0.07,13
105/09/05,314000,113530,0.36,0.37,0.36,0.36,0.00,7
105/09/06,58000,21060,0.36,0.37,0.36,0.37,+0.01,3
105/09/07,90000,32300,0.36,0.37,0.35,0.37,0.00,4
105/09/08,25000,10000,0.40,0.40,0.40,0.40,+0.03,1
105/09/09,130000,52750,0.41,0.41,0.40,0.40,0.00,4
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,130000,45500,0.35,0.35,0.35,0.35,-0.03,2
105/09/20,70000,21300,0.30,0.31,0.30,0.30,-0.05,3
105/09/21,70000,21800,0.30,0.35,0.30,0.35,+0.05,3
105/09/22,32000,10920,0.34,0.36,0.34,0.36,+0.01,2
105/09/23,0,0,---,---,---,---,---,0
105/09/26,31000,11160,0.36,0.36,0.36,0.36,0.00,1
105/09/29,460000,188600,0.41,0.41,0.41,0.41,+0.05,6
105/09/30,491000,183700,0.40,0.40,0.36,0.36,-0.05,7
105/10/03,0,0,---,---,---,---,---,0
105/10/04,1990000,912120,0.42,0.47,0.42,0.46,+0.08,12
105/10/05,511000,229260,0.47,0.47,0.43,0.44,-0.02,10
105/10/06,416000,200770,0.47,0.50,0.47,0.50,+0.06,8
105/10/07,200000,92560,0.47,0.47,0.46,0.46,-0.04,12
105/10/11,13000,5130,0.41,0.41,0.39,0.39,-0.07,2
105/10/12,317000,132110,0.44,0.44,0.41,0.42,+0.03,5
105/10/13,451000,205900,0.46,0.46,0.43,0.43,+0.01,8
105/10/14,11000,4240,0.40,0.40,0.36,0.36,-0.07,2
105/10/17,208000,76960,0.37,0.37,0.37,0.37,+0.01,2
105/10/18,1787000,603660,0.38,0.38,0.33,0.33,-0.04,16
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,6000,1440,0.24,0.24,0.24,0.24,-0.04,1
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,21000,2640,0.14,0.14,0.11,0.11,-0.04,2
105/11/10,0,0,---,---,---,---,---,0
105/11/11,12000,360,0.03,0.03,0.03,0.03,-0.07,1
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,11000,220,0.02,0.02,0.02,0.02,-0.01,1
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,20000,400,0.02,0.02,0.02,0.02,0.00,1
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,19000,190,0.01,0.01,0.01,0.01,-0.01,2
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,0,0,---,---,---,---,---,0
105/12/21,0,0,---,---,---,---,---,0
105/12/22,19000,190,0.01,0.01,0.01,0.01,-0.01,1
105/12/23,0,0,---,---,---,---,---,0
105/12/26,0,0,---,---,---,---,---,0
105/12/27,0,0,---,---,---,---,---,0
105/12/28,0,0,---,---,---,---,---,0
105/12/29,0,0,---,---,---,---,---,0
105/12/30,0,0,---,---,---,---,---,0
106/01/03,0,0,---,---,---,---,---,0
106/01/04,0,0,---,---,---,---,---,0
