105/07/21,400000,234000,0.58,0.59,0.58,0.59,+0.01,5
105/07/22,440000,247160,0.57,0.57,0.53,0.54,-0.05,8
105/07/25,323000,178530,0.54,0.56,0.54,0.55,+0.01,4
105/07/26,609000,355480,0.56,0.59,0.56,0.59,+0.04,10
105/07/27,408000,236640,0.59,0.59,0.56,0.56,-0.03,5
105/07/28,485000,273820,0.56,0.57,0.55,0.55,-0.01,4
105/07/29,363000,195950,0.55,0.55,0.51,0.51,-0.04,5
105/08/01,323000,161600,0.50,0.52,0.50,0.52,+0.01,3
105/08/02,752000,403100,0.52,0.54,0.52,0.53,+0.01,7
105/08/03,429000,227150,0.51,0.53,0.51,0.53,0.00,4
105/08/04,296000,153920,0.52,0.53,0.51,0.52,-0.01,4
105/08/05,326000,163500,0.50,0.51,0.50,0.51,-0.01,2
105/08/08,997000,518110,0.51,0.54,0.51,0.53,+0.02,8
105/08/09,999000,503580,0.51,0.51,0.48,0.49,-0.04,14
105/08/10,204000,101400,0.50,0.50,0.49,0.50,+0.01,6
105/08/11,173000,80670,0.47,0.47,0.46,0.46,-0.04,3
105/08/12,74000,34580,0.46,0.47,0.46,0.46,0.00,3
105/08/15,439000,211480,0.45,0.50,0.45,0.50,+0.04,10
105/08/16,488000,240800,0.49,0.50,0.48,0.50,0.00,8
105/08/17,108000,54000,0.50,0.50,0.50,0.50,0.00,1
105/08/18,0,0,---,---,---,---,---,0
105/08/19,119000,60580,0.50,0.51,0.50,0.51,+0.01,2
105/08/22,132000,64070,0.49,0.49,0.45,0.45,-0.06,4
105/08/23,37000,17780,0.47,0.49,0.47,0.49,+0.04,4
105/08/24,245000,117370,0.48,0.49,0.47,0.49,0.00,7
105/08/25,233000,114510,0.49,0.51,0.49,0.51,+0.02,4
105/08/26,17000,8840,0.52,0.52,0.52,0.52,+0.01,1
105/08/29,96000,49060,0.51,0.52,0.51,0.52,0.00,5
105/08/30,202000,110320,0.52,0.57,0.52,0.55,+0.03,9
105/08/31,327000,180480,0.54,0.56,0.54,0.56,+0.01,16
105/09/01,365000,206530,0.56,0.58,0.53,0.54,-0.02,15
105/09/02,222000,114020,0.53,0.53,0.49,0.49,-0.05,6
105/09/05,462000,245850,0.53,0.54,0.52,0.54,+0.05,14
105/09/06,437000,233770,0.53,0.54,0.53,0.53,-0.01,5
105/09/07,163000,91280,0.56,0.56,0.56,0.56,+0.03,4
105/09/08,481000,277900,0.57,0.58,0.57,0.58,+0.02,9
105/09/09,650000,385490,0.58,0.61,0.58,0.60,+0.02,16
105/09/10,202000,115180,0.58,0.58,0.55,0.56,-0.04,5
105/09/12,143000,78000,0.57,0.57,0.54,0.54,-0.02,5
105/09/13,3000,1590,0.53,0.53,0.53,0.53,-0.01,1
105/09/14,127000,63550,0.50,0.51,0.50,0.51,-0.02,4
105/09/19,105000,56870,0.53,0.55,0.53,0.54,+0.03,8
105/09/20,554000,318870,0.56,0.60,0.56,0.60,+0.06,23
105/09/21,665000,411690,0.59,0.66,0.59,0.61,+0.01,32
105/09/22,140000,78500,0.58,0.59,0.53,0.54,-0.07,10
105/09/23,190000,112200,0.58,0.63,0.57,0.63,+0.09,17
105/09/26,216000,135330,0.64,0.65,0.62,0.64,+0.01,9
105/09/29,1116000,778010,0.64,0.77,0.64,0.75,+0.11,72
105/09/30,1057000,779900,0.76,0.79,0.71,0.76,+0.01,46
105/10/03,847000,783050,0.81,0.98,0.81,0.96,+0.20,41
105/10/04,1096000,997570,0.92,0.95,0.87,0.95,-0.01,30
105/10/05,774000,679360,0.92,0.92,0.83,0.87,-0.08,20
105/10/06,1033000,891090,0.87,0.91,0.83,0.91,+0.04,17
105/10/07,371000,320690,0.89,0.89,0.86,0.86,-0.05,9
105/10/11,708000,549620,0.82,0.82,0.70,0.71,-0.15,13
105/10/12,1177000,884950,0.72,0.79,0.72,0.79,+0.08,20
105/10/13,1492000,1107840,0.77,0.77,0.71,0.74,-0.05,24
105/10/14,1023000,671600,0.71,0.71,0.61,0.63,-0.11,12
105/10/17,770000,484060,0.61,0.66,0.61,0.64,+0.01,14
105/10/18,1092000,711310,0.65,0.68,0.63,0.68,+0.04,23
105/10/19,667000,469890,0.73,0.73,0.67,0.67,-0.01,15
105/10/20,483000,320810,0.62,0.69,0.62,0.66,-0.01,12
105/10/21,489000,327180,0.65,0.69,0.65,0.67,+0.01,16
105/10/24,125000,83460,0.64,0.70,0.64,0.69,+0.02,6
105/10/25,184000,115780,0.63,0.65,0.61,0.65,-0.04,10
105/10/26,130000,79630,0.64,0.64,0.60,0.61,-0.04,8
105/10/27,35000,20860,0.60,0.60,0.58,0.58,-0.03,2
105/10/28,93000,51750,0.58,0.58,0.55,0.55,-0.03,3
105/10/31,84000,41990,0.50,0.50,0.49,0.49,-0.06,5
105/11/01,217000,108510,0.51,0.51,0.50,0.50,+0.01,3
105/11/02,213000,81970,0.46,0.46,0.37,0.37,-0.13,5
105/11/03,155000,56870,0.36,0.37,0.35,0.37,0.00,4
105/11/04,85000,31320,0.36,0.38,0.36,0.36,-0.01,7
105/11/07,183000,71590,0.36,0.40,0.36,0.40,+0.04,11
105/11/08,147000,58620,0.41,0.41,0.38,0.38,-0.02,4
105/11/09,8000,2560,0.32,0.32,0.32,0.32,-0.06,1
105/11/10,129000,52730,0.39,0.41,0.39,0.41,+0.09,4
105/11/11,122000,50160,0.41,0.42,0.41,0.42,+0.01,3
105/11/14,178000,55230,0.33,0.33,0.23,0.23,-0.19,9
105/11/15,298000,78640,0.26,0.28,0.26,0.27,+0.04,8
105/11/16,165000,45290,0.26,0.29,0.26,0.27,0.00,4
105/11/17,273000,54800,0.22,0.22,0.16,0.17,-0.10,10
105/11/18,50000,8650,0.18,0.18,0.17,0.17,0.00,2
105/11/21,165000,29700,0.18,0.18,0.18,0.18,+0.01,3
105/11/22,0,0,---,---,---,---,---,0
105/11/23,30000,5700,0.19,0.19,0.19,0.19,+0.01,4
105/11/24,53000,8520,0.17,0.17,0.14,0.14,-0.05,3
105/11/25,150000,15000,0.10,0.10,0.10,0.10,-0.04,1
105/11/28,0,0,---,---,---,---,---,0
105/11/29,46000,4600,0.10,0.10,0.10,0.10,0.00,2
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,7000,700,0.10,0.10,0.10,0.10,+0.01,1
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,7000,420,0.06,0.06,0.06,0.06,-0.02,1
105/12/15,121000,6050,0.05,0.05,0.05,0.05,-0.01,1
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,0,0,---,---,---,---,---,0
105/12/21,30000,1500,0.05,0.05,0.05,0.05,0.00,1
105/12/22,30000,1500,0.05,0.05,0.05,0.05,0.00,1
105/12/23,0,0,---,---,---,---,---,0
105/12/26,0,0,---,---,---,---,---,0
105/12/27,0,0,---,---,---,---,---,0
105/12/28,0,0,---,---,---,---,---,0
105/12/29,0,0,---,---,---,---,---,0
105/12/30,0,0,---,---,---,---,---,0
106/01/03,0,0,---,---,---,---,---,0
106/01/04,0,0,---,---,---,---,---,0
106/01/05,20000,800,0.04,0.04,0.04,0.04,-0.01,1
106/01/06,0,0,---,---,---,---,---,0
106/01/09,0,0,---,---,---,---,---,0
106/01/10,0,0,---,---,---,---,---,0
106/01/11,0,0,---,---,---,---,---,0
106/01/12,0,0,---,---,---,---,---,0
106/01/13,0,0,---,---,---,---,---,0
106/01/16,0,0,---,---,---,---,---,0
106/01/17,0,0,---,---,---,---,---,0
106/01/18,0,0,---,---,---,---,---,0
106/01/19,0,0,---,---,---,---,---,0
106/01/20,0,0,---,---,---,---,---,0
106/01/23,0,0,---,---,---,---,---,0
106/01/24,30000,300,0.01,0.01,0.01,0.01,-0.03,1
106/02/02,200000,2000,0.01,0.01,0.01,0.01,0.00,1
